Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
2.886133,,Cancel,42044311,,,-200,,,
2.886291,,Insert,42045987,0,B,200,82700,G,
2.886421,,Cancel,42044547,,,-800,,,
2.88931,,Insert,42046059,0,A,800,82900,G,
2.898117,,Insert,42046199,0,B,100,82700,G,
2.898248,,Cancel,42046199,,,-100,,,
2.898248,,Insert,42046203,0,B,100,82800,G,
2.898271,,Cancel,42046203,,,-100,,,
2.898274,,Cancel,42045983,,,-100,,,
2.898275,,Cancel,42045979,,,-100,,,
2.905832,,Insert,42046335,0,B,100,82800,G,
2.905835,,Insert,42046339,0,B,100,81800,G,
2.905835,,Insert,42046343,0,B,100,81800,G,
2.905835,,Insert,42046347,0,B,100,81800,G,
2.90586,,Cancel,42046339,,,-100,,,
2.905864,,Cancel,42045823,,,-300,,,
2.905874,,Cancel,42046343,,,-100,,,
2.905944,,Cancel,42046347,,,-100,,,
2.906025,,Cancel,42045803,,,-300,,,
2.906265,,Insert,42046371,0,B,100,82800,G,
2.906265,,Cancel,42045987,,,-200,,,
2.906343,,Insert,42046379,0,B,100,81200,G,
2.906992,,Cancel,42044283,,,-100,,,
2.911467,,Insert,42046751,0,B,300,81700,G,
2.91147,,Cancel,42044067,,,-800,,,
2.911498,,Cancel,42042703,,,-100,,,
2.911538,,Insert,1369420,0,B,100,82900,F,
2.911538,,Insert,1369421,0,B,800,82900,F,
2.911558,,Insert,42046763,0,B,300,81700,G,
2.91156,,Insert,42046767,0,B,100,82800,G,
2.911561,,Insert,42046771,0,B,100,82800,G,
2.911566,,Insert,42046775,0,B,50,82800,G,
2.911576,,Insert,42046787,0,B,100,82800,G,
2.911576,,Insert,42046791,0,A,100,83900,G,
2.91159,,Insert,42046811,0,A,100,82900,G,
2.91159,,Insert,42046819,0,A,100,83900,G,
2.911608,,Cancel,42046811,,,-100,,,
2.911608,,Insert,42046827,0,B,100,82800,G,
2.911611,,Cancel,42046775,,,-50,,,
2.91164,,Cancel,42046787,,,-100,,,
2.91164,,Cancel,42042427,,,-300,,,
2.91173,,Cancel,42046379,,,-100,,,
2.911734,,Insert,42046883,0,B,800,82700,G,
2.911734,,Insert,42046887,0,B,100,81300,G,
2.911794,,Insert,42046899,0,B,21,82800,G,
2.9118,,Insert,42046903,0,B,100,82800,G,
2.91183,,Insert,42046911,0,B,100,82800,G,
2.91185,,Insert,42046927,0,A,100,83000,G,
2.911858,,Insert,42046931,0,B,200,82900,G,
2.911859,,Cancel,42042419,,,-300,,,
2.911874,,Cancel,42046767,,,-100,,,
2.911874,,Insert,42046935,0,B,100,82900,G,
2.911874,,Cancel,42046771,,,-100,,,
2.911874,,Insert,42046939,0,B,100,82900,G,
2.911874,,Cancel,42046903,,,-100,,,
2.911874,,Insert,42046943,0,B,100,82900,G,
2.911886,,Cancel,42046943,,,-100,,,
2.911914,,Insert,42046951,0,B,100,82900,G,
2.911914,,Cancel,42046371,,,-100,,,
2.912003,,Insert,42046971,0,B,100,82900,G,
2.91223,,Cancel,42046927,,,-100,,,
2.912563,,Cancel,42046911,,,-100,,,
2.912753,,Insert,42047187,0,A,100,83000,G,
2.912864,,Insert,42047211,0,B,100,82900,G,
2.912889,,Cancel,42047187,,,-100,,,
2.912921,,Cancel,42047211,,,-100,,,
2.914157,,Insert,42047447,0,B,100,82900,G,
2.914209,,Cancel,42047447,,,-100,,,
2.914451,,Insert,42047479,0,B,100,82900,G,
2.914467,,Insert,42047487,0,B,24,82900,G,
2.914479,,Insert,1369482,0,B,3,83000,F,
2.9145,,Cancel,42047479,,,-100,,,
2.914666,,Cancel,42046939,,,-100,,,
2.914735,,Insert,42047511,0,B,100,82900,G,
2.914753,,Insert,1369483,0,B,172,83000,F,
2.91476,,Insert,1369484,0,B,625,83000,F,
2.914766,,Insert,42047523,0,B,100,82900,G,
2.914791,,Insert,42047531,0,B,50,82900,G,
2.914791,,Insert,42047539,0,B,100,82900,G,
2.914792,,Cancel,42047511,,,-100,,,
2.914794,,Insert,42047543,0,A,100,83100,G,
2.914795,,Insert,42047547,0,B,100,82900,G,
2.914815,,Insert,42047551,0,B,100,82900,G,
2.914827,,Cancel,42047523,,,-100,,,
2.914852,,Cancel,42047551,,,-100,,,
2.914895,,Cancel,42047539,,,-100,,,
2.914983,,Insert,42047567,0,A,100,83400,G,
2.915115,,Insert,42047603,0,A,800,83000,G,
2.915125,,Insert,1369487,0,A,100,83000,F,
2.915125,,Cancel,1369487,,,-100,,,
2.915137,,Cancel,42047531,,,-50,,,
2.915161,,Cancel,42046935,,,-100,,,
2.915352,,Cancel,42046899,,,-21,,,
2.915455,,Cancel,42047487,,,-24,,,
2.919481,,Insert,42047955,0,B,300,81800,G,
2.919714,,Cancel,42047603,,,-800,,,
2.919749,,Cancel,42047543,,,-100,,,
2.919751,,Cancel,42041787,,,-400,,,
2.919751,,Insert,42047971,0,B,400,82600,G,
2.919865,,Insert,42047979,0,B,800,82800,G,
2.920074,,Insert,42047999,0,A,800,83100,G,
2.920112,,Insert,42048007,0,A,100,83000,G,
2.920141,,Cancel,42047999,,,-800,,,
2.920302,,Cancel,42047567,,,-100,,,
2.920453,,Cancel,42048007,,,-100,,,
2.920482,,Cancel,42041963,,,-300,,,
2.920729,,Insert,42048127,0,B,100,82900,G,
2.920779,,Cancel,42048127,,,-100,,,
2.920862,,Insert,42048163,0,B,100,83000,G,
2.92089,,Cancel,41993387,,,-300,,,
2.920893,,Insert,42048179,0,B,300,82800,G,
2.92156,,Insert,42048295,0,B,300,81800,G,
2.92194,,Insert,42048395,0,B,800,82900,G,
2.92194,,Cancel,41980355,,,-800,,,
2.92231,,Insert,42048447,0,A,800,83100,G,
2.922333,,Cancel,42046887,,,-100,,,
2.922351,,Insert,42048463,0,B,200,83000,G,
2.922352,,Cancel,42046951,,,-100,,,
2.922436,,Insert,42048475,0,B,400,82700,G,
2.922447,,Cancel,42047971,,,-400,,,
2.922475,,Insert,42048483,0,A,142,83300,G,
2.924065,,Insert,42048571,0,B,400,82800,G,
2.924072,,Cancel,42048447,,,-800,,,
2.92434,,Cancel,41999271,,,-800,,,
2.924368,,Insert,42048603,0,A,100,83100,G,
2.924564,,Insert,42048627,0,A,100,83100,G,
2.92458,,Cancel,42048571,,,-400,,,
2.925024,,Cancel,42048627,,,-100,,,
2.925558,,Insert,42048775,0,A,300,84600,G,
2.92649,,Insert,42048895,0,A,300,84600,G,
2.927452,,Insert,42049015,0,B,100,83000,G,
2.927638,,Cancel,42049015,,,-100,,,
2.92984,,Insert,1369566,0,B,2,83100,F,
2.929892,,Insert,1369567,0,B,98,83100,F,
2.929917,,Insert,42049195,0,B,46,83000,G,
2.929929,,Insert,42049199,0,B,100,83000,G,
2.929938,,Insert,42049207,0,A,100,83100,G,
2.929941,,Insert,42049211,0,A,100,84100,G,
2.929941,,Insert,42049215,0,B,100,83000,G,
2.929963,,Cancel,42049195,,,-46,,,
2.929977,,Insert,1369571,0,B,100,83100,F,
2.930003,,Insert,42049227,0,B,46,83000,G,
2.930003,,Cancel,42049215,,,-100,,,
2.930038,,Insert,42049231,0,A,100,83100,G,
2.930061,,Cancel,42049227,,,-46,,,
2.930118,,Cancel,42049211,,,-100,,,
2.930314,,Insert,42049247,0,B,10,83000,G,
2.930366,,Cancel,42049247,,,-10,,,
2.93144,,Cancel,42049199,,,-100,,,
2.931708,,Insert,42049295,0,B,100,83000,G,
2.938082,,Insert,42049519,0,B,800,83000,G,
2.938082,,Cancel,41989007,,,-800,,,
2.938163,,Insert,1369581,0,B,2,83100,F,
2.938223,,Insert,42049527,0,A,800,83200,G,
2.93913,,Cancel,42049519,,,-800,,,
2.94009,,Insert,42049595,0,A,800,83200,G,
2.941809,,Insert,42049631,0,B,100,82400,G,
2.943203,,Cancel,42049595,,,-800,,,
2.943794,,Insert,42049687,0,A,800,83200,G,
2.944674,,Insert,42049727,0,B,100,81400,G,
2.947442,,Cancel,42049231,,,-98,,,
2.94748,,Insert,42049851,0,A,100,84100,G,
2.947497,,Insert,42049855,0,A,100,84100,G,
2.947564,,Insert,42049859,0,B,300,81900,G,
2.947727,,Insert,42049875,0,B,200,83100,G,
2.947827,,Insert,42049891,0,B,100,83100,G,
2.947827,,Cancel,42048463,,,-200,,,
2.94851,,Insert,42049939,0,B,300,81900,G,
2.95044,,Insert,42050043,0,B,100,83100,G,
2.950812,,Insert,42050067,0,B,100,83100,G,
2.952074,,Cancel,42049687,,,-800,,,
2.952661,,Cancel,42049527,,,-800,,,
2.952762,,Insert,42050151,0,B,800,83000,G,
2.958817,,Cancel,41999691,,,-300,,,
2.959731,,Cancel,42050043,,,-100,,,
2.961626,,Cancel,42050151,,,-800,,,
2.961908,,Cancel,42049727,,,-100,,,
2.962974,,Insert,42050583,0,B,800,83000,G,
2.97119,,Cancel,42050583,,,-800,,,
2.97142,,Insert,42050911,0,A,100,84600,G,
2.972952,,Cancel,42048475,,,-400,,,
2.97296,,Insert,42051051,0,B,800,83000,G,
2.972978,,Cancel,42050911,,,-100,,,
2.978191,,Insert,5004720,1,A,69,85900,G,
2.98011,,Cancel,41998895,,,-300,,,
2.980206,,Cancel,41999007,,,-300,,,
2.980513,,Insert,42051303,0,A,300,84700,G,
2.98057,,Insert,42051315,0,A,300,84700,G,
2.981024,,Insert,42051339,0,A,400,83300,G,
2.985357,,Cancel,42051339,,,-400,,,
2.985375,,Insert,42051423,0,A,800,83300,G,
2.985395,,Insert,42051431,0,B,100,81400,G,
2.988123,,Cancel,41999267,,,-800,,,
2.98825,,Insert,42051611,0,A,100,84200,G,
2.988252,,Insert,42051615,0,A,100,83200,G,
2.988253,,Insert,42051619,0,A,100,84200,G,
2.988328,,Cancel,42051611,,,-100,,,
2.988331,,Cancel,42051619,,,-100,,,
2.988361,,Insert,42051623,0,B,400,82900,G,
2.988609,,Cancel,42051623,,,-400,,,
2.988609,,Insert,42051635,0,B,400,82800,G,
2.993523,,Insert,42051803,0,A,300,84200,G,
2.993568,,Insert,42051815,0,A,300,84200,G,
2.999211,,Cancel,42016171,,,-100,,,
3.001449,,Cancel,7047755,,,-1000,,,
3.001449,,Cancel,7047756,,,-1000,,,
3.001449,,Insert,7047757,1,A,1000,83700,G,
3.001449,,Insert,7047758,1,B,1000,82600,G,
3.003156,,Insert,42052403,0,B,100,82600,G,
3.003215,,Cancel,42051815,,,-300,,,
3.004006,,Cancel,42051803,,,-300,,,
3.00453,,Insert,42052439,0,B,100,79300,G,
3.006171,,Cancel,42007619,,,-4,,,
3.010189,,Insert,42052635,0,B,4,82600,G,
3.015,TraderOne,Cancel,17,,,-10,,,
3.015,TraderOne,Cancel,18,,,-10,,,
3.015,TraderOne,Insert,19,1,B,10,83300,G,
3.015,TraderOne,Trade,19,1,B,10,83300,,167
3.015,TraderOne,Insert,20,1,A,10,83400,G,
3.015,TraderOne,Hedge,21,0,A,10,83100,,
3.016532,,Insert,42052899,0,A,300,84200,G,
3.016804,,Cancel,42051431,,,-100,,,
3.016812,,Insert,42052915,0,B,100,81500,G,
3.016815,,Insert,42052919,0,A,100,84700,G,
3.017054,,Cancel,42051615,,,-100,,,
3.017153,,Cancel,42052899,,,-300,,,
3.01719,,Insert,42052955,0,A,100,84200,G,
3.017191,,Insert,42052959,0,A,100,84200,G,
3.017255,,Insert,42052971,0,B,100,83100,G,
3.0173,,Cancel,42052971,,,-100,,,
3.017496,,Insert,42052995,0,A,100,83200,G,
3.017543,,Cancel,41982719,,,-300,,,
3.017543,,Insert,42052999,0,B,300,82000,G,
3.017551,,Cancel,42052955,,,-100,,,
3.017552,,Cancel,42052959,,,-100,,,
3.018524,,Cancel,42052999,,,-300,,,
3.019348,,Cancel,42052439,,,-100,,,
3.020529,,Insert,42053127,0,B,100,61300,G,
3.022536,,Cancel,42053127,,,-100,,,
3.022536,,Insert,42053287,0,B,100,79300,G,
3.028251,,Cancel,42052995,,,-100,,,
3.02828,,Insert,42053467,0,A,100,84200,G,
3.028596,,Insert,42053479,0,A,100,83200,G,
3.028622,,Cancel,42053467,,,-100,,,
3.034535,,Cancel,42053287,,,-100,,,
3.035537,,Insert,42053755,0,B,100,61300,G,
3.04183,,Cancel,42048483,,,-142,,,
3.049549,,Insert,42054447,0,B,300,82000,G,
3.049577,,Cancel,41991891,,,-300,,,
3.049577,,Insert,42054451,0,B,300,82000,G,
3.052282,,Cancel,42054451,,,-300,,,
3.0536,,Cancel,42054447,,,-300,,,
3.065555,,Cancel,42053755,,,-100,,,
3.065555,,Insert,42056151,0,B,100,79300,G,
3.079558,,Cancel,42056151,,,-100,,,
3.080561,,Insert,42057187,0,B,100,61300,G,
3.081902,,Cancel,42053479,,,-100,,,
3.082145,,Insert,42057267,0,A,100,84200,G,
3.082146,,Insert,42057271,0,A,100,84200,G,
3.082482,,Insert,42057287,0,A,100,83200,G,
3.082583,,Cancel,42057271,,,-100,,,
3.082583,,Cancel,42057267,,,-100,,,
3.086104,,Cancel,42057287,,,-100,,,
3.086282,,Insert,42058163,0,A,100,84200,G,
3.086283,,Insert,42058167,0,A,100,84200,G,
3.087571,,Cancel,42057187,,,-100,,,
3.087571,,Insert,42058383,0,B,100,79300,G,
3.091139,,Insert,42058975,0,A,800,83300,G,
3.091139,,Insert,42058979,0,A,800,83300,G,
3.09114,,Insert,42058983,0,A,100,83200,G,
3.091167,,Cancel,42058975,,,-800,,,
3.09117,,Cancel,42058979,,,-800,,,
3.091193,,Cancel,42058163,,,-100,,,
3.091206,,Cancel,42058167,,,-100,,,
3.091511,,Cancel,42058983,,,-100,,,
3.091591,,Insert,42059039,0,A,100,84200,G,
3.091609,,Insert,42059043,0,A,100,84200,G,
3.092139,,Insert,42059103,0,A,100,83200,G,
3.092165,,Cancel,42059039,,,-100,,,
3.092642,,Cancel,42059043,,,-100,,,
3.094374,,Cancel,42059103,,,-100,,,
3.09459,,Insert,42059259,0,A,100,84200,G,
3.094593,,Insert,42059263,0,A,100,84200,G,
3.094696,,Insert,42059275,0,A,100,83200,G,
3.094846,,Cancel,42059259,,,-100,,,
3.094846,,Cancel,42059263,,,-100,,,
3.161859,,Cancel,42059275,,,-100,,,
3.161868,,Cancel,42052919,,,-100,,,
3.161977,,Insert,42061835,0,A,100,84200,G,
3.161979,,Insert,42061839,0,A,100,84200,G,
3.162471,,Insert,42061855,0,A,100,83200,G,
3.162497,,Cancel,42061839,,,-100,,,
3.162501,,Insert,42061859,0,A,300,83400,G,
3.162574,,Insert,42061903,0,A,300,83600,G,
3.164195,,Cancel,42061835,,,-100,,,
3.187599,,Insert,42062831,0,B,300,82000,G,
3.18762,,Insert,42062835,0,B,300,82000,G,
3.192381,,Insert,42062915,0,A,400,83400,G,
3.196798,,Insert,42063047,0,A,100,84700,G,
3.204704,,Cancel,42050067,,,-100,,,
3.204734,,Insert,42063299,0,B,100,83100,G,
3.226798,,Cancel,42052915,,,-100,,,
3.226801,,Insert,42063875,0,B,100,81600,G,
3.257078,,Insert,42064691,0,A,100,83200,G,
3.257282,,Cancel,42063299,,,-100,,,
3.257286,,Cancel,42062831,,,-300,,,
3.257404,,Cancel,42062835,,,-300,,,
3.257561,,Insert,1370072,0,A,132,83100,F,
3.257583,,Insert,1370073,0,A,68,83100,F,
3.257583,,Insert,1370074,0,A,100,83100,F,
3.257613,,Insert,42064719,0,A,50,83200,G,
3.257622,,Insert,42064723,0,A,100,83200,G,
3.257648,,Insert,42064731,0,A,100,83200,G,
3.257802,,Insert,42064763,0,A,19,83200,G,
3.257818,,Insert,42064783,0,A,100,83200,G,
3.25789,,Insert,42064807,0,A,200,83100,G,
3.2579,,Cancel,42064723,,,-100,,,
3.2579,,Insert,42064811,0,A,100,83100,G,
3.257915,,Cancel,42064691,,,-100,,,
3.257931,,Cancel,42048163,,,-100,,,
3.257936,,Cancel,42058383,,,-100,,,
3.25794,,Insert,42064815,0,B,100,83000,G,
3.257941,,Cancel,42064811,,,-100,,,
3.257946,,Cancel,42049855,,,-100,,,
3.257952,,Cancel,42049851,,,-100,,,
3.258008,,Cancel,42064807,,,-200,,,
3.25803,,Cancel,42064719,,,-50,,,
3.258056,,Insert,42064823,0,A,100,83100,G,
3.258058,,Insert,42064827,0,A,100,84100,G,
3.258073,,Insert,42064835,0,A,100,84100,G,
3.258099,,Cancel,42064827,,,-100,,,
3.258129,,Cancel,42064835,,,-100,,,
3.258655,,Insert,42064927,0,A,300,84200,G,
3.258662,,Insert,42064931,0,B,100,61300,G,
3.259611,,Insert,42064999,0,A,300,84200,G,
3.265,TraderOne,Cancel,20,,,-10,,,
3.265,TraderOne,Insert,22,1,B,10,83200,G,
3.265,TraderOne,Insert,23,1,A,10,83300,G,
3.265215,,Cancel,42051051,,,-800,,,
3.26542,,Insert,42065671,0,A,100,83100,G,
3.265744,,Cancel,42062915,,,-400,,,
3.266115,,Cancel,42063047,,,-100,,,
3.26612,,Insert,42065739,0,A,100,84600,G,
3.266463,,Insert,42065839,0,A,800,83200,G,
3.266573,,Cancel,42063875,,,-100,,,
3.27183,,Cancel,42064763,,,-19,,,
3.286801,,Insert,42067143,0,B,100,81500,G,
3.295437,,Cancel,42067143,,,-100,,,
3.295442,,Insert,42067499,0,B,100,81600,G,
3.295486,,Cancel,42065671,,,-100,,,
3.295969,,Cancel,42064783,,,-100,,,
3.297364,,Cancel,42064823,,,-100,,,
3.297397,,Insert,42067639,0,A,200,83100,G,
3.299092,,Cancel,42049859,,,-300,,,
3.299231,,Cancel,42049939,,,-300,,,
3.301738,,Cancel,7047757,,,-1000,,,
3.301738,,Cancel,7047758,,,-1000,,,
3.301738,,Insert,7047759,1,A,1000,83600,G,
3.301738,,Insert,7047760,1,B,1000,82500,G,
3.304198,,Insert,42067927,0,A,100,83100,G,
3.304238,,Cancel,42049295,,,-100,,,
3.304255,,Cancel,42067927,,,-100,,,
3.304273,,Cancel,42064815,,,-100,,,
3.304404,,Insert,42067955,0,A,100,83100,G,
3.307099,,Cancel,42067499,,,-100,,,
3.307259,,Cancel,42051635,,,-400,,,
3.307259,,Insert,42068239,0,B,400,82700,G,
3.307378,,Insert,42068263,0,A,100,83100,G,
3.307445,,Insert,42068271,0,A,800,83100,G,
3.307506,,Insert,42068299,0,B,200,82900,G,
3.307827,,Cancel,42068271,,,-800,,,
3.307962,,Insert,42068383,0,B,100,83000,G,
3.311767,,Cancel,42068263,,,-100,,,
3.312349,,Insert,42068595,0,A,800,83100,G,
3.319075,,Cancel,42068595,,,-800,,,
3.321098,,Insert,42068751,0,A,100,83100,G,
3.324657,,Cancel,42065739,,,-100,,,
3.324662,,Cancel,42068751,,,-100,,,
3.324746,,Insert,42069067,0,A,100,83100,G,
3.324863,,Cancel,42069067,,,-100,,,
3.325142,,Cancel,42068239,,,-400,,,
3.346809,,Insert,42069499,0,B,100,81500,G,
3.346811,,Insert,42069503,0,A,100,84600,G,
3.350331,,Insert,42069591,0,B,800,83000,G,
3.350345,,Cancel,42069503,,,-100,,,
3.350613,,Cancel,42067639,,,-200,,,
3.350659,,Cancel,42067955,,,-100,,,
3.350692,,Insert,42069631,0,A,100,84100,G,
3.350695,,Insert,42069635,0,A,100,83200,G,
3.350703,,Insert,42069639,0,A,100,84100,G,
3.350872,,Insert,42069651,0,A,800,83200,G,
3.350875,,Insert,42069659,0,A,200,83100,G,
3.350902,,Cancel,42069651,,,-800,,,
3.350924,,Cancel,42069639,,,-100,,,
3.350926,,Cancel,42069631,,,-100,,,
3.359051,,Cancel,42069499,,,-100,,,
3.359065,,Insert,42069903,0,B,100,81600,G,
3.359219,,Cancel,42069659,,,-200,,,
3.359239,,Cancel,42069635,,,-100,,,
3.359246,,Insert,42069907,0,A,100,84100,G,
3.359248,,Insert,42069911,0,A,100,84100,G,
3.376804,,Insert,42070123,0,A,100,84700,G,
3.409712,,Insert,42070739,0,B,400,82800,G,
3.409726,,Insert,42070743,0,A,400,83300,G,
3.424378,,Cancel,42069591,,,-800,,,
3.424405,,Insert,42071035,0,A,200,83100,G,
3.424409,,Insert,42071039,0,B,100,83000,G,
3.424437,,Cancel,42048395,,,-800,,,
3.424437,,Cancel,42069907,,,-100,,,
3.424447,,Cancel,42069911,,,-100,,,
3.424457,,Cancel,42070739,,,-400,,,
3.424457,,Insert,42071067,0,B,400,82700,G,
3.424462,,Cancel,42071039,,,-100,,,
3.42462,,Cancel,42069903,,,-100,,,
3.424766,,Cancel,42070123,,,-100,,,
3.424772,,Insert,42071191,0,A,100,84600,G,
3.425411,,Cancel,42071035,,,-200,,,
3.425447,,Insert,42071279,0,A,100,83200,G,
3.425447,,Insert,42071283,0,A,100,83200,G,
3.425447,,Insert,42071287,0,B,100,83000,G,
3.42545,,Insert,42071291,0,A,100,84100,G,
3.42545,,Insert,42071295,0,A,100,84100,G,
3.425452,,Insert,42071299,0,B,100,83000,G,
3.42551,,Cancel,42071283,,,-100,,,
3.425546,,Cancel,42071067,,,-400,,,
3.425628,,Insert,42071311,0,B,100,83000,G,
3.425657,,Cancel,42071191,,,-100,,,
3.426531,,Cancel,42071311,,,-100,,,
3.431346,,Cancel,42071279,,,-100,,,
3.434568,,Insert,42071871,0,B,800,82900,G,
3.436444,,Insert,42071903,0,B,800,83000,G,
3.437077,,Cancel,42070743,,,-400,,,
3.437097,,Insert,42071915,0,B,4100,79400,G,
3.437098,,Insert,42071919,0,B,4100,75200,G,
3.437114,,Insert,42071923,0,B,4100,66900,G,
3.437115,,Insert,42071927,0,B,4100,71100,G,
3.437126,,Insert,42071931,0,B,4100,58700,G,
3.437129,,Insert,42071935,0,B,4100,62800,G,
3.437139,,Insert,42071939,0,B,4100,50400,G,
3.437141,,Insert,42071943,0,B,4100,54500,G,
3.437152,,Insert,42071947,0,B,4100,46300,G,
3.437516,,Insert,42071951,0,B,100,83000,G,
3.444506,,Insert,42072243,0,B,800,82000,G,
3.444509,,Insert,42072247,0,B,300,83000,G,
3.444509,,Cancel,42026011,,,-300,,,
3.44451,,Insert,42072251,0,B,300,83000,G,
3.444767,,Insert,42072259,0,B,100,81600,G,
3.444782,,Cancel,42071951,,,-100,,,
3.444782,,Insert,42072263,0,B,100,83100,G,
3.444784,,Cancel,42072247,,,-300,,,
3.444784,,Insert,42072267,0,B,300,83100,G,
3.444808,,Cancel,42071287,,,-100,,,
3.444812,,Cancel,42072243,,,-800,,,
3.444818,,Cancel,42068299,,,-200,,,
3.444825,,Insert,42072279,0,B,100,83000,G,
3.444825,,Cancel,42072263,,,-100,,,
3.445265,,Insert,42072299,0,B,200,83100,G,
3.445703,,Cancel,42064731,,,-100,,,
3.446042,,Cancel,42061859,,,-300,,,
3.446146,,Cancel,42065839,,,-800,,,
3.4668,,Insert,42073187,0,A,100,84700,G,
3.47243,,Cancel,42072267,,,-300,,,
3.47243,,Cancel,42072251,,,-300,,,
3.472449,,Cancel,42072259,,,-100,,,
3.472457,,Insert,42073327,0,A,100,83200,G,
3.472466,,Cancel,42072299,,,-200,,,
3.472734,,Insert,42073335,0,A,100,83200,G,
3.472772,,Cancel,42073335,,,-100,,,
3.472779,,Insert,42073339,0,A,100,83200,G,
3.472784,,Insert,42073343,0,A,100,83200,G,
3.472803,,Cancel,42073343,,,-100,,,
3.472934,,Cancel,42073339,,,-100,,,
3.473069,,Insert,42073371,0,B,100,83100,G,
3.473099,,Insert,42073375,0,B,300,82600,G,
3.473107,,Insert,42073383,0,B,100,83100,G,
3.482497,,Insert,42073563,0,B,400,82900,G,
3.482503,,Cancel,42073327,,,-100,,,
3.482705,,Cancel,42073187,,,-100,,,
3.496805,,Insert,42073783,0,B,100,81600,G,
3.504401,,Insert,42073915,0,A,100,84700,G,
3.511686,,Cancel,42061855,,,-100,,,
3.517243,,Insert,42074551,0,A,100,83200,G,
3.517269,,Insert,42074555,0,A,300,83400,G,
3.5213,,Cancel,42073915,,,-100,,,
3.521306,,Insert,42074771,0,A,800,83400,G,
3.521321,,Cancel,42073783,,,-100,,,
3.521327,,Insert,42074775,0,B,100,81700,G,
3.521587,,Insert,42074807,0,B,100,83100,G,
3.525881,,Cancel,42074807,,,-100,,,
3.526456,,Cancel,42074775,,,-100,,,
3.530784,,Insert,42075027,0,B,300,81900,G,
3.550824,,Insert,42075263,0,B,100,81600,G,
3.550827,,Insert,42075267,0,A,100,84700,G,
3.561078,,Cancel,42075263,,,-100,,,
3.561083,,Insert,42075367,0,B,100,81700,G,
3.561946,,Cancel,42074551,,,-100,,,
3.561958,,Cancel,42075267,,,-100,,,
3.562153,,Insert,42075379,0,A,100,83200,G,
3.566405,,Cancel,42075379,,,-100,,,
3.566436,,Insert,42075427,0,A,200,83200,G,
3.566661,,Insert,42075443,0,B,300,81900,G,
3.572975,,Cancel,42064999,,,-300,,,
3.573663,,Insert,42075535,0,A,300,84200,G,
3.581007,,Insert,42075631,0,B,800,83100,G,
3.581009,,Cancel,41993331,,,-800,,,
3.581031,,Cancel,42075427,,,-200,,,
3.581591,,Insert,42075655,0,A,100,83600,G,
3.582579,,Insert,42075707,0,A,100,83200,G,
3.59894,,Cancel,42075631,,,-800,,,
3.598989,,Insert,42076307,0,A,100,84700,G,
3.603765,,Cancel,7047759,,,-1000,,,
3.603765,,Cancel,7047760,,,-1000,,,
3.603765,,Insert,7047761,1,A,1000,83700,G,
3.603765,,Insert,7047762,1,B,1000,82600,G,
3.606022,,Cancel,42075707,,,-100,,,
3.606035,,Insert,42076407,0,B,800,83100,G,
3.606699,,Cancel,42076307,,,-100,,,
3.610363,,Insert,42076907,0,A,400,83500,G,
3.610394,,Insert,42076911,0,B,400,83000,G,
3.610406,,Cancel,42073563,,,-400,,,
3.610816,,Cancel,42076911,,,-400,,,
3.610816,,Insert,42076939,0,B,400,82900,G,
3.628239,,Insert,42077575,0,A,100,84800,G,
3.628261,,Insert,42077579,0,B,100,82800,G,
3.628583,,Cancel,42077579,,,-100,,,
3.652666,,Insert,42078543,0,B,100,83200,G,
3.652699,,Insert,42078551,0,B,300,83000,G,
3.6527,,Cancel,42073375,,,-300,,,
3.652704,,Insert,42078555,0,B,100,83200,G,
3.652706,,Cancel,42073383,,,-100,,,
3.652725,,Cancel,41979367,,,-100,,,
3.665051,,Insert,42078743,0,A,100,83300,G,
3.665102,,Cancel,42078743,,,-100,,,
3.665134,,Insert,42078755,0,A,100,83300,G,
3.66514,,Cancel,42078543,,,-100,,,
3.665143,,Insert,42078759,0,A,138,83300,G,
3.665175,,Cancel,42078555,,,-100,,,
3.665185,,Cancel,42078755,,,-100,,,
3.665194,,Insert,42078767,0,A,100,83300,G,
3.66565,,Cancel,42078767,,,-100,,,
3.66565,,Insert,42078795,0,A,100,83200,G,
3.665782,,Insert,42078823,0,B,200,83100,G,
3.679455,,Cancel,42078795,,,-100,,,
3.67952,,Cancel,42078759,,,-138,,,
3.68243,,Cancel,42077575,,,-100,,,
3.706802,,Insert,42079583,0,A,100,84800,G,
3.721612,,Cancel,42075535,,,-300,,,
3.72163,,Cancel,42064927,,,-300,,,
3.721676,,Insert,42080203,0,A,100,84200,G,
3.721678,,Insert,42080211,0,A,100,84200,G,
3.721688,,Insert,42080223,0,A,100,84200,G,
3.721789,,Insert,42080323,0,B,100,83200,G,
3.721876,,Cancel,42064931,,,-100,,,
3.721876,,Insert,42080379,0,B,100,79300,G,
3.726696,,Insert,42081323,0,B,300,82000,G,
3.726728,,Insert,42081339,0,B,100,83200,G,
3.726883,,Insert,42081403,0,B,300,82000,G,
3.72715,,Cancel,42014635,,,-300,,,
3.727228,,Cancel,42014679,,,-300,,,
3.72769,,Insert,42081519,0,A,300,84800,G,
3.727883,,Insert,42081531,0,A,300,84800,G,
3.733913,,Cancel,42051423,,,-800,,,
3.734003,,Insert,42081783,0,A,100,84300,G,
3.734006,,Insert,42081787,0,A,100,84300,G,
